<<<<<<< HEAD
2025-05-30 13:01:14.648 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/all - Fetching all books
2025-05-29 11:17:18.297 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.OrderController - Retrieved 7 orders via API for user ID: 1
2025-05-29 11:17:18.304 [http-nio-8080-exec-2] INFO  com.bookstore.bookstore_app.controller.AddressController - Retrieved 2 addresses for user ID: 1
2025-05-29 11:17:18.305 [http-nio-8080-exec-1] DEBUG com.bookstore.bookstore_app.controller.CartController - Cart Item - ID: 26, Book: To Kill a Mockingbird, Quantity: 2
2025-05-29 11:17:18.307 [http-nio-8080-exec-9] INFO  com.bookstore.bookstore_app.controller.WishlistController - Retrieved 1 wishlist items via API for user ID: 1
2025-05-29 11:17:20.709 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.CartController - POST /api/cart/add - User ID: 1, Book ID: 1, Quantity: 1
2025-05-29 11:17:20.824 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.CartController - Item added to cart successfully via API - Cart Item ID: 28
2025-05-29 11:17:20.832 [http-nio-8080-exec-2] INFO  com.bookstore.bookstore_app.controller.CartController - GET /api/cart/1 - Fetching cart items
2025-05-29 11:17:20.837 [http-nio-8080-exec-2] INFO  com.bookstore.bookstore_app.controller.CartController - Retrieved 2 cart items via API for user ID: 1
2025-05-29 11:17:20.839 [http-nio-8080-exec-2] DEBUG com.bookstore.bookstore_app.controller.CartController - Cart Item - ID: 26, Book: To Kill a Mockingbird, Quantity: 2
2025-05-29 11:17:20.841 [http-nio-8080-exec-2] DEBUG com.bookstore.bookstore_app.controller.CartController - Cart Item - ID: 28, Book: The Great Gatsby, Quantity: 1
2025-05-29 11:17:22.374 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.CartController - PUT /api/cart/update-quantity - User ID: 1, Book ID: 1, Quantity: 2
2025-05-29 11:17:22.411 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.CartController - Cart quantity updated successfully via API
2025-05-29 11:17:22.418 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.CartController - GET /api/cart/1 - Fetching cart items
2025-05-29 11:17:22.427 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.CartController - Retrieved 2 cart items via API for user ID: 1
2025-05-29 11:17:22.431 [http-nio-8080-exec-6] DEBUG com.bookstore.bookstore_app.controller.CartController - Cart Item - ID: 26, Book: To Kill a Mockingbird, Quantity: 2
2025-05-29 11:17:22.433 [http-nio-8080-exec-6] DEBUG com.bookstore.bookstore_app.controller.CartController - Cart Item - ID: 28, Book: The Great Gatsby, Quantity: 2
2025-05-29 11:17:22.558 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.CartController - PUT /api/cart/update-quantity - User ID: 1, Book ID: 1, Quantity: 3
2025-05-29 11:17:22.575 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.CartController - Cart quantity updated successfully via API
2025-05-29 11:17:22.583 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.CartController - GET /api/cart/1 - Fetching cart items
2025-05-29 11:17:22.589 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.CartController - Retrieved 2 cart items via API for user ID: 1
2025-05-29 11:17:22.593 [http-nio-8080-exec-5] DEBUG com.bookstore.bookstore_app.controller.CartController - Cart Item - ID: 26, Book: To Kill a Mockingbird, Quantity: 2
2025-05-29 11:17:22.597 [http-nio-8080-exec-5] DEBUG com.bookstore.bookstore_app.controller.CartController - Cart Item - ID: 28, Book: The Great Gatsby, Quantity: 3
2025-05-29 11:17:22.762 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.CartController - PUT /api/cart/update-quantity - User ID: 1, Book ID: 1, Quantity: 4
2025-05-29 11:17:22.779 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.CartController - Cart quantity updated successfully via API
2025-05-29 11:17:22.788 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.CartController - GET /api/cart/1 - Fetching cart items
2025-05-29 11:17:22.792 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.CartController - Retrieved 2 cart items via API for user ID: 1
2025-05-29 11:17:22.796 [http-nio-8080-exec-10] DEBUG com.bookstore.bookstore_app.controller.CartController - Cart Item - ID: 26, Book: To Kill a Mockingbird, Quantity: 2
2025-05-29 11:17:22.799 [http-nio-8080-exec-10] DEBUG com.bookstore.bookstore_app.controller.CartController - Cart Item - ID: 28, Book: The Great Gatsby, Quantity: 4
2025-05-29 11:17:30.106 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.CartController - PUT /api/cart/update-quantity - User ID: 1, Book ID: 2, Quantity: 3
2025-05-29 11:17:30.123 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.CartController - Cart quantity updated successfully via API
2025-05-29 11:17:30.134 [http-nio-8080-exec-3] INFO  com.bookstore.bookstore_app.controller.CartController - GET /api/cart/1 - Fetching cart items
2025-05-29 11:17:30.139 [http-nio-8080-exec-3] INFO  com.bookstore.bookstore_app.controller.CartController - Retrieved 2 cart items via API for user ID: 1
2025-05-29 11:17:30.143 [http-nio-8080-exec-3] DEBUG com.bookstore.bookstore_app.controller.CartController - Cart Item - ID: 26, Book: To Kill a Mockingbird, Quantity: 3
2025-05-29 11:17:30.146 [http-nio-8080-exec-3] DEBUG com.bookstore.bookstore_app.controller.CartController - Cart Item - ID: 28, Book: The Great Gatsby, Quantity: 4
2025-05-29 11:17:35.583 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: g
2025-05-29 11:17:35.583 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: g
2025-05-29 11:17:35.601 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 2 books for: g
2025-05-29 11:17:35.602 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: g
2025-05-29 11:17:35.721 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: gr
2025-05-29 11:17:35.721 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: gr
2025-05-29 11:17:35.726 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 0 books for: gr
2025-05-29 11:17:35.727 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 1 books for: gr
2025-05-29 11:17:35.833 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: gra
2025-05-29 11:17:35.833 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: gra
2025-05-29 11:17:35.837 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: gra
2025-05-29 11:17:35.838 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 0 books for: gra
2025-05-29 11:17:36.465 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: gr
2025-05-29 11:17:36.465 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: gr
2025-05-29 11:17:36.471 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 0 books for: gr
2025-05-29 11:17:36.471 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 1 books for: gr
2025-05-29 11:17:36.635 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: gre
2025-05-29 11:17:36.635 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: gre
2025-05-29 11:17:36.642 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 0 books for: gre
2025-05-29 11:17:36.643 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 1 books for: gre
2025-05-29 11:17:37.344 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: gr
2025-05-29 11:17:37.344 [http-nio-8080-exec-3] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: gr
2025-05-29 11:17:37.350 [http-nio-8080-exec-3] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 0 books for: gr
2025-05-29 11:17:37.351 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 1 books for: gr
2025-05-29 11:17:37.484 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: g
2025-05-29 11:17:37.484 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: g
2025-05-29 11:17:37.490 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 2 books for: g
2025-05-29 11:17:37.490 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: g
2025-05-29 11:17:37.610 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/all - Fetching all books
2025-05-29 11:17:37.618 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.BookController - API returned 2 books
2025-05-29 11:17:40.162 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: s
2025-05-29 11:17:40.162 [http-nio-8080-exec-3] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: s
2025-05-29 11:17:40.168 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: s
2025-05-29 11:17:40.168 [http-nio-8080-exec-3] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 1 books for: s
2025-05-29 11:17:40.378 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: sc
2025-05-29 11:17:40.378 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: sc
2025-05-29 11:17:40.383 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: sc
2025-05-29 11:17:40.383 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: sc
2025-05-29 11:17:40.616 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: sco
2025-05-29 11:17:40.616 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: sco
2025-05-29 11:17:40.621 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: sco
2025-05-29 11:17:40.622 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: sco
2025-05-29 11:17:41.426 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: scot
2025-05-29 11:17:41.426 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: scot
2025-05-29 11:17:41.432 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: scot
2025-05-29 11:17:41.432 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: scot
2025-05-29 11:17:41.563 [http-nio-8080-exec-2] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: scott
2025-05-29 11:17:41.564 [http-nio-8080-exec-9] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: scott
2025-05-29 11:17:41.568 [http-nio-8080-exec-2] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: scott
2025-05-29 11:17:41.569 [http-nio-8080-exec-9] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: scott
2025-05-29 11:17:44.393 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/all - Fetching all books
2025-05-29 11:17:44.402 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - API returned 2 books
2025-05-29 11:17:52.552 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: s
2025-05-29 11:17:52.552 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: s
2025-05-29 11:17:52.558 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 1 books for: s
2025-05-29 11:17:52.558 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: s
2025-05-29 11:17:52.741 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: sc
2025-05-29 11:17:52.741 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: sc
2025-05-29 11:17:52.745 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: sc
2025-05-29 11:17:52.746 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: sc
2025-05-29 11:17:53.043 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: sco
2025-05-29 11:17:53.043 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: sco
2025-05-29 11:17:53.048 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: sco
2025-05-29 11:17:53.048 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: sco
2025-05-29 11:17:53.200 [http-nio-8080-exec-2] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: scoo
2025-05-29 11:17:53.200 [http-nio-8080-exec-9] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: scoo
2025-05-29 11:17:53.205 [http-nio-8080-exec-2] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: scoo
2025-05-29 11:17:53.207 [http-nio-8080-exec-9] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 0 books for: scoo
2025-05-29 11:17:53.547 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: sco
2025-05-29 11:17:53.547 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: sco
2025-05-29 11:17:53.552 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: sco
2025-05-29 11:17:53.553 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: sco
2025-05-29 11:17:53.775 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: scot
2025-05-29 11:17:53.775 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: scot
2025-05-29 11:17:53.783 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: scot
2025-05-29 11:17:53.785 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: scot
2025-05-29 11:17:56.274 [http-nio-8080-exec-2] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: sco
2025-05-29 11:17:56.274 [http-nio-8080-exec-9] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: sco
2025-05-29 11:17:56.281 [http-nio-8080-exec-2] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: sco
2025-05-29 11:17:56.281 [http-nio-8080-exec-9] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: sco
2025-05-29 11:17:56.777 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: sc
2025-05-29 11:17:56.777 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: sc
2025-05-29 11:17:56.783 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 0 books for: sc
2025-05-29 11:17:56.783 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: sc
2025-05-29 11:17:56.808 [http-nio-8080-exec-3] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/title - Searching by title: s
2025-05-29 11:17:56.808 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/search/author - Searching by author: s
2025-05-29 11:17:56.814 [http-nio-8080-exec-3] INFO  com.bookstore.bookstore_app.controller.BookController - API search by title returned 1 books for: s
2025-05-29 11:17:56.814 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.BookController - API search by author returned 1 books for: s
2025-05-29 11:17:56.858 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/all - Fetching all books
2025-05-29 11:17:56.866 [http-nio-8080-exec-5] INFO  com.bookstore.bookstore_app.controller.BookController - API returned 2 books
2025-05-29 11:18:09.660 [http-nio-8080-exec-2] INFO  com.bookstore.bookstore_app.controller.OrderController - POST /api/orders/create - Creating order for user ID: 1, address ID: 3
2025-05-29 11:18:09.757 [http-nio-8080-exec-2] INFO  com.bookstore.bookstore_app.controller.OrderController - Order created successfully via API - Order ID: 11, Number: ORD-3FD9BBA4, Total: 102.93
2025-05-29 11:18:09.769 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.OrderController - GET /api/orders/user/1 - Fetching user orders
2025-05-29 11:18:09.780 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.OrderController - Retrieved 8 orders via API for user ID: 1
2025-05-29 11:18:09.823 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.CartController - GET /api/cart/1 - Fetching cart items
2025-05-29 11:18:09.829 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.CartController - Retrieved 0 cart items via API for user ID: 1
>>>>>>> 62309e5ab16023dc92983ce45d14a14b622872e3
2025-05-31 11:27:59.682 [http-nio-8080-exec-9] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/all - Fetching all books
2025-05-31 11:27:59.776 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.CartController - GET /api/cart/5 - Fetching cart items
2025-05-31 11:27:59.776 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.OrderController - GET /api/orders/user/5 - Fetching user orders
2025-05-31 11:27:59.776 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.WishlistController - GET /api/wishlist/5 - Fetching user wishlist
2025-05-31 11:27:59.776 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.AddressController - GET /api/addresses/user/5 - Fetching user addresses
2025-05-31 11:27:59.830 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.WishlistController - Retrieved 0 wishlist items via API for user ID: 5
2025-05-31 11:27:59.830 [http-nio-8080-exec-4] INFO  com.bookstore.bookstore_app.controller.AddressController - Retrieved 0 addresses for user ID: 5
2025-05-31 11:27:59.830 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.CartController - Retrieved 0 cart items via API for user ID: 5
2025-05-31 11:27:59.830 [http-nio-8080-exec-6] INFO  com.bookstore.bookstore_app.controller.OrderController - Retrieved 0 orders via API for user ID: 5
2025-05-31 11:27:59.831 [http-nio-8080-exec-9] INFO  com.bookstore.bookstore_app.controller.BookController - API returned 0 books
2025-05-31 11:27:59.908 [http-nio-8080-exec-9] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/all - Fetching all books
2025-05-31 11:27:59.916 [http-nio-8080-exec-9] INFO  com.bookstore.bookstore_app.controller.BookController - API returned 0 books
2025-05-31 11:28:05.505 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/all - Fetching all books
2025-05-31 11:28:05.526 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.OrderController - GET /api/orders/user/5 - Fetching user orders
2025-05-31 11:28:05.527 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.CartController - GET /api/cart/5 - Fetching cart items
2025-05-31 11:28:05.527 [http-nio-8080-exec-3] INFO  com.bookstore.bookstore_app.controller.AddressController - GET /api/addresses/user/5 - Fetching user addresses
2025-05-31 11:28:05.529 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.WishlistController - GET /api/wishlist/5 - Fetching user wishlist
2025-05-31 11:28:05.539 [http-nio-8080-exec-3] INFO  com.bookstore.bookstore_app.controller.AddressController - Retrieved 0 addresses for user ID: 5
2025-05-31 11:28:05.540 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.WishlistController - Retrieved 0 wishlist items via API for user ID: 5
2025-05-31 11:28:05.541 [http-nio-8080-exec-1] INFO  com.bookstore.bookstore_app.controller.CartController - Retrieved 0 cart items via API for user ID: 5
2025-05-31 11:28:05.541 [http-nio-8080-exec-8] INFO  com.bookstore.bookstore_app.controller.OrderController - Retrieved 0 orders via API for user ID: 5
2025-05-31 11:28:05.543 [http-nio-8080-exec-10] INFO  com.bookstore.bookstore_app.controller.BookController - API returned 0 books
2025-05-31 11:28:05.557 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - GET /api/books/all - Fetching all books
2025-05-31 11:28:05.567 [http-nio-8080-exec-7] INFO  com.bookstore.bookstore_app.controller.BookController - API returned 0 books
